STUDY_ID,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2,LAT,LON
403,Community ecology of anura amphibia at Northwest region of Sao Paulo state,Small lake ecosystems,Tropical,Freshwater,Amphibians,7,Denise de Cerqueira Rossa-Feres,NA,-21.1833006864932,-49.700000578260195
404,Brazil Dataset 7,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,3,Gabriella Damasceno,Alessandra Fidelis,-22.2352998758654,-47.88470049791363
405,Brazil Dataset 8,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,3,Alessandra Fidelis,NA,-10.205348488464002,-46.55750068004498
406,Short-term changes caused by fire and mowing in Brazilian Campos grasslands with different long-term fire histories,"Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,3,Alessandra Fidelis,NA,-30.049996445229365,-51.11669632092131
412,Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000),Tropical seas,Temperate,Marine,Fish,6,Chih-hao Hsieh (Zac),NA,25.04166339976215,121.941667475795
413,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,50,Author now deceased,NA,39.98333057324213,-88.65000265034597
414,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,53,Author now deceased,NA,39.98333057324213,-88.65000265034597
415,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,19,Author now deceased,NA,40.13332670324252,-88.29999841397178
416,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,26,Author now deceased,NA,40.13332670324252,-88.29999841397178
419,Data collected aboard cruises off the coast of the Western Antarctic Penninsula,Polar ecoregions,Temperate,Marine,Birds,19,William R Fraser,NA,-64.76999785605686,-64.05000439834916
426,Phytoplankton time series from Lake Zurich,Small lake ecosystems,Temperate,Freshwater,Invertebrates,35,Francesco Pomati,NA,47.32999799466585,8.560000221588659
427,Zooplankton time series from Lake Zurich,Small lake ecosystems,Temperate,Freshwater,Invertebrates,32,Francesco Pomati,NA,47.32999799466585,8.560000221588659
429,Scleractinian corals from Orpheus and Magnetic Islands 2013 to 2020,Tropical coral,Tropical,Marine,Invertebrates,8,Chao-Yang Kuo,Andrew Baird,-18.835908154433486,146.6535944396681
434,Summer Phytoplankton Densities 1992-2001,Small lake ecosystems,Polar,Freshwater,Invertebrates,10,Diane McKnight,John Priscu,-77.66545754277826,162.71043044574847
437,Aceh WCS fish survey 2010 to 2016,Tropical coral,Tropical,Marine,Fish,7,Andrew Hoey,NA,5.75301191154998,95.27988074348879
438,Aceh WCS fish surveys,Tropical coral,Tropical,Marine,Fish,9,Andrew Hoey,NA,5.764892387963885,95.21924493811214
439,Long-term dynamics of bird populations in pine forests of Ilmen Nature Reserve during the breeding period individuals / km2,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,13,Roberto Cazzolla Gatti,NA,54.50408763924536,60.29399544178579
440,Long-term dynamics of bird populations in pine-birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,13,Roberto Cazzolla Gatti,NA,54.50408763924536,60.29399544178579
441,Long-term dynamics of bird populations in birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,13,Roberto Cazzolla Gatti,NA,54.50408763924536,60.29399544178579
442,Composition and abundance of bird species in the village Matabay in June 1980-1985 (absolute indicators (area 025 km2)),Montane grasslands and shrublands,Temperate,Terrestrial,Birds,6,Roberto Cazzolla Gatti,NA,48.668737275909194,85.65438899203468
443,Composition and abundance of bird species in the village Verhnjaja Elovka in June 1980-1985 (absolute indicators (area 025 km2)),Montane grasslands and shrublands,Temperate,Terrestrial,Birds,4,Roberto Cazzolla Gatti,NA,48.833308278858276,85.77317506523204
444,The dynamics of species composition and abundance of migratory birds of prey in the Irkut River mouth (absolute figures),Boreal forests/taiga,Temperate,Terrestrial,Birds,5,Roberto Cazzolla Gatti,NA,52.29729816856934,104.2755310568633
445,A number of waterfowl after periods of breeding and molting in the lower reaches of Ob River (thous. individuals / 22 thous. km2),Large river ecosystems,Temperate,Terrestrial,Birds,3,Roberto Cazzolla Gatti,NA,66.38024717162654,71.7787446306889
446,The density of population (ind/1000ha.) of hunting species of mammals in the Republic of Mordovia (Chamzinsky district),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,5,Roberto Cazzolla Gatti,NA,54.407217617081265,45.779993437636826
447,Long-term population dynamics of small mammals in the Natural Boundary Morozova Gora (individuals / 100 trap-nights),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,9,Roberto Cazzolla Gatti,NA,52.60138775697366,38.92828716688905
448,Number of small mammals in Verkhnyaya Angara basin (accounting period since 20.07 to 20.08 individuals /100 trap-nights,Boreal forests/taiga,Temperate,Terrestrial,Mammals,4,Roberto Cazzolla Gatti,NA,56.09999652862247,111.59999339805175
449,Indicators of abundance (individuals / 100 trap-nights) of different species of small mammals in different years with using trap grooves and a coefficient characterizing the adverse conditions winter,Boreal forests/taiga,Temperate,Terrestrial,Mammals,10,Roberto Cazzolla Gatti,NA,49.0499974189181,107.18000174392073
450,Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Roberto Cazzolla Gatti,NA,60.23333431052988,168.34999729117604
451,Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Roberto Cazzolla Gatti,NA,63.99999898609229,-178.0000007024117
452,Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,9,Roberto Cazzolla Gatti,NA,47.000002843315244,160.00000574126767
453,Population dynamics of some species founded in all periods of study in the lake Bolshoi Kharbei in late July - early August (thous.individuals/m3),Small lake ecosystems,Polar/Temperate,Freshwater,Invertebrates,42,Roberto Cazzolla Gatti,NA,67.33000023316178,62.52999841936299
455,Dynamics of a coral reef community,Tropical seas,Tropical,Marine,Invertebrates,3,Chao-yang Kuo,Tung-Yung Fan,21.95250397536082,120.7696453340211
456,Dynamics of a coral reef community,Tropical seas,Tropical,Marine,Invertebrates,8,Chao-yang Kuo,Chaolun Allen Chen,21.995019354488388,120.70360006138502
457,Dynamics of a coral reef community,Tropical coral,Tropical,Marine,Invertebrates,12,Chao-yang Kuo,Chaolun Allen Chen,21.944851313084015,120.76863176778033
458,Beetles from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,4,Simon Thorn,Jorg Muller,49.08489620655065,13.312645797823965
459,Birds from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,5,Simon Thorn,Jorg Muller,49.08451953984203,13.312874730507655
460,Fungi from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller,49.08478596257253,13.312789729493376
461,Lichens (obj) from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller,49.08478596257253,13.312789729493376
462,Lichens (soil) from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller,49.08463897068333,13.31264943238015
463,Mosses (obj) from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,5,Simon Thorn,Jorg Muller,49.08478596257253,13.312789729493376
464,Mosses (soil) from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,5,Simon Thorn,Jorg Muller,49.08498807657247,13.312465275825295
465,Plants from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,Simon Thorn,Jorg Muller,49.08489620655065,13.312645797823965
467,Spatial and temporal organisation of a coastal lagoon fish community,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,13,Jose Eduardo Rebelo,NA,40.67583276738687,-8.684562477293197
468,A multi-decade time series of kelp forest community structure at San Nicolas Island California.,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,32,"Michael Kenner
",Tim Tinker,33.245428974708034,-119.50874931007087
471,Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,Deserts and xeric shrublands,Temperate,Terrestrial,Plants,10,Esteban Muldavin,Scott Collins,34.350002989822706,-106.88000484237568
473,Fourteen years of mapped permanent quadrats in a northern mixed prairie,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,14,Peter Adler,NA,46.31667028467112,-105.79999998417684
475,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,Boreal forests/taiga,Temperate,Terrestrial,Birds,13,Olav Hogstad,NA,63.41667373574831,10.500000547806534
476,Bromeliad invertebrate counts at different elevations in the Luquillo Experimental Forest,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,5,Barbara A. Richardson,NA,18.29999569516483,-65.79999925711608
477,Epifaunal invertebrate survey from Goodwin Islands York River Estuary Chesapeake Bay,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,15,Jon S. Lefcheck,J. Emmett Duffy,37.22199863068015,-76.39199891182955
478,Long term study of the stream ecosystems in the Breitenbach,Small river ecosystems,Temperate,Freshwater,Invertebrates,37,Diana Bowler,NA,50.66972579130698,9.628889293333108
480,ITEX Dataset 2 - Wolfcreek,Boreal forests/taiga,Temperate,Terrestrial,Plants,11,Jill Johnstone,NA,61.560001831915606,-135.13000412907647
481,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),Tundra,Polar,Terrestrial,Plants,8,Esther Levesque,NA,73.15411185391595,-79.94441365103835
482,"ITEX Qikiqtarukâ€“Herschel Island, Herschel and Komakuk vegetation plots",Tundra,Polar,Terrestrial,Plants,19,Isla Myers-Smith,NA,69.57999475558266,138.86498944901834
483,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,24,Vladimir G. Onipchenko,Asem A. Akhmetzhanova,43.26999797442898,41.410002805673486
486,ITEX Dataset 8 - Valbercla (Alpine),Temperate coniferous forest,Temperate,Terrestrial,Plants,16,Christian Rixen,NA,46.475802420112295,9.584199830112244
489,ITEX Dataset 11 - Finse (Ridge),Tundra,Temperate,Terrestrial,Plants,9,Kari Klanderud,NA,60.36999794889771,7.319999299187419
490,ITEX Dataset 12 - Finse (Slope),Tundra,Temperate,Terrestrial,Plants,4,Kari Klanderud,NA,60.36999794889771,7.319999299187419
491,"ITEX Dataset 13 - Toolik (Dry, Moist)",Tundra,Polar,Terrestrial,Plants,15,Willam A. Gould,NA,68.62000479050718,-149.61000113222514
492,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)",Tundra,Polar,Terrestrial,Plants,25,Gauis R. Shaver,NA,68.62949845506667,-149.57799224518203
493,"ITEX Dataset 15 - Sadvent (MES-cover, MES-photo, wet-cover, wet-photo)",Tundra,Polar,Terrestrial,Plants,6,Elisabeth J. Cooper,NA,78.1899939515382,15.934125152812015
494,"ITEX Dataset 16 - Finse (Nfinse, Ridge cover)",Tundra,Temperate,Terrestrial,Plants,12,Kari Klanderud,NA,60.49248464795173,7.419895453606458
497,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,29,Vladimir G. Onipchenko,Asem A. Akhmetzhanova,43.26999797442898,41.41999488667059
498,"ITEX Dataset 20 - Torngats (Nakvakdry, Nakvakwet)",Tundra,Temperate,Terrestrial,Plants,4,Luise Hermanutz,Laura Siegwart Collier,58.63917482415633,-63.375002677824874
502,"Long-term tree demography in old-growth forests of Huron Mts, MI from permanent-plot censuses, 1962-2009",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,48,Kerry D. Woods,NA,46.919996933476035,-88.02600119650515
503,Coral data from Lizard Island,Tropical coral,Tropical,Marine,Invertebrates,2,Joshua S. Madin,Mia Hoogenboom,-14.699837345590257,145.44867772616584
504,Red Sea artificial reefs,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,5,Jonathan Belmaker,NA,29.533335903538134,34.96666710267883
508,"ITEX Dataset 21 - Sadvent (MES-Pointframe, Wet-Pointframe)",Tundra,Polar,Terrestrial,Plants,3,Elisabeth J. Cooper,NA,78.09999744356726,16.04000691648068
510,Butterfly fauna in Mount Gariwang-san Korea,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,29,Cheolmin Lee,NA,37.460995595525816,128.52999706615282
511,Demersal fish hauls from Guanabara Bay Brazil 2005-2015,Tropical seas,Tropical,Marine,Fish,11,Gabriel Barros GonÃ§alves de Souza,Marcelo Vianna,-22.821243327941804,-43.1492454594999
515,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,3,Christoph Meyer,NA,9.178194418221503,-79.87258262373004
516,A large-scale fragmentation experiment for Neotropical bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,17,Ricardo Rocha,Adria Lopez-Baucells,-2.3863808555650547,-59.918768186225726
550,Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.25sqm quadrat,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,GCE-LTER Information Manager,Merryl Alber,31.43999569834421,-81.3400041038341
551,Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.5sqm quadrat,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,GCE-LTER Information Manager,Merryl Alber,31.432211213608323,-81.34062219285137
552,UHURU experiment: tree census detailed 2009-2019,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,11,Jacob Goheen,NA,0.3891270022450171,36.89203820959655
553,UHURU experiment: understory of large quadrats 2008-2019,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,12,Jacob Goheen,NA,0.3891270022450171,36.89203820959655
555,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: 20mm survey, mesoplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,26,Samuel M Bashevkin,NA,38.109266386000485,-121.90853912150978
563,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fish Restoration Program, macroplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,3,Samuel M Bashevkin,NA,38.166722611299384,-121.77637062298362
564,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, version 4: Fish Restoration Program, mesoplankton",Small river ecosystems,Temperate,Freshwater,Invertebrates,3,Samuel M Bashevkin,NA,38.13247290981377,-121.78046025807623
569,Cover and density of southwestern ponderosa pine understory plants in permanent chart quadrats (2002â€“2020),Temperate coniferous forest,Temperate,Terrestrial,Plants,21,Margaret M. Moore,NA,35.237397921997164,-111.73899434463812
573,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Skanais Mazsalaca",Large river ecosystems,Temperate,Freshwater,Invertebrates,21,Agnija Skuja,Davis Ozolins,57.87400630401506,21.996472039244093
574,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Vecate",Large river ecosystems,Temperate,Freshwater,Invertebrates,48,Agnija Skuja,Davis Ozolins,57.795041728143545,22.14799940714601
575,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Vecsalaca",Large river ecosystems,Temperate,Freshwater,Invertebrates,33,Agnija Skuja,Davis Ozolins,57.75309323410456,21.409451902821413
576,"Long-term Plant Biomass Monitoring Data from Altamaha River Plant Transition Sites near the Georgia Coastal Ecosystems LTER Project on Sapelo Island, Georgia","Tropical and subtropical grasslands, savannas and shrublands",Temperate/Tropical,Freshwater,Plants,10,Dr. Steven C. Pennings,NA,-81.42589917343426,31.33057924085997
577,Phytoplankton species abundance in Lake Inba (Japan) from 1986 to 2016,Small lake ecosystems,Temperate,Freshwater,Plants,31,Maiko Kagami,Akemi Iwayama,35.761909878139974,140.19646833254905
579,War-in-the-Pacific National Historical Park marine biological survey,Tropical coral,Tropical,Marine,Fish,26,Kathy Dratch,Kelly Kozar,13.401194762479772,144.66287395743325
580,"Vegetation Data, Buxton Climate Change Experiment, UK, 1994-2009","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,16,Dr Jason Fridley,NA,53.249996617920345,-1.9190398570602618
581,Structure and dynamics of a mountain riparian forest at an upstream valley in central Japan,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Tomohiro Yoshida,NA,36.53333530788703,139.41667151309875
582,Long term data from the Hanko Bird Observatory,"Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,41,Kari Soilevaara,Jari Laitasalo,59.81700118304359,22.899997486388813
583,Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Temperate shelf and seas ecoregions,Temperate,Marine,Plants,13,Luke Andersson,NA,48.858298885919645,-125.15949972229562
584,Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,9,Luke Andersson,NA,48.858298885919645,-125.15949972229562
585,Grasshopper species abundances in the Patch-Burn Grazing experiment at Konza Prairie,Flooded grasslands and savannas,Temperate,Terrestrial,Invertebrates,8,Dr Anthony Joern,NA,39.09300383778433,-96.5749962667812
586,"Arthropod sweepnet sampling: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,4,Johannes Knops,Mark Ritchie,45.41311620309512,-93.1936668920876
587,"Small Mammal Abundance: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Mammals,3,Johannes Knops,Mark Ritchie,45.41311620309512,-93.1936668920876
588,"Insect Population Dynamics on the Main Cropping System Experiment at the Kellogg Biological Station, Hickory Corners, MI  (1989 to 2017)","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,29,Douglas Landis,Data Manager Kellogg Biological Station,42.405641832987975,-85.38578355139745
589,"Santa Barbara Coastal LTER: Reef: Annual time series of biomass for kelp forest species, ongoing since 2000",Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,24,"Information Manager, Santa Barbara Coastal LTER",NA,34.305800359975066,-119.87540500240539
590,Long-term population trends in three grassland insect groups: a comparative analysis of 1951 and 2009,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,59,Sebastian Schuch,NA,52.34039507129073,9.667083771745467
591,"Chagos Archipelago UVC fish surveys around rat-infested/rat-free islands, pre-/post- 2015 bleaching event",Tropical coral,Tropical,Marine,Fish,5,Casey Benkwitt,"Nick Graham, Shaun Wilson",-5.66017975777215,71.7776901427735
592,"Changes in the avifauna in a high Andean cloud forest
in Colombia over a 24-year period - Mist Net Captures",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,25,Loreta Rosselli,F. Gary Stiles,4.670000177075998,-73.85000457315837
593,Christmas Bird Count - Bogota (1989-2015),Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,26,Loreta Rosselli,"F. Gary Stiles, Sussy De La Zerda",4.787540709049261,-74.06379266153009
594,Native and non-native freshwater fish communities surrounding aquarium trade fish farms in Brazil - a decadal comparison,Small river ecosystems,Tropical,Freshwater,Fish,13,Andre L. B. Magalhaes,NA,-20.957418247740215,-42.337182125634186
598,"Desert Ecology Plot Network: Mammal Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Deserts and xeric shrublands,Tropical,Terrestrial,Mammals,29,Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo",-23.59982983593048,138.23550906182524
599,"Desert Ecology Plot Network: Herpetofauna Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Deserts and xeric shrublands,Tropical,Terrestrial,Multiple,29,Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo",-23.59982983593048,138.23550906182524
600,"Bulgaria Wintering Waterbirds, Aleksandar Stamboliyski Reservoir",Small lake ecosystems,Temperate,Freshwater,Birds,37,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",43.0876383360439,25.073810445501618
602,"Bulgaria Wintering Waterbirds, Lake Complexes",Small lake ecosystems,Temperate,Freshwater,Birds,42,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",42.41668322830367,27.63608037285875
603,Bulgaria Wintering Waterbirds Srebarna Lake,Lake ecosystem,Temperate,Freshwater,Birds,41,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",44.10764388663725,27.07528776782361
606,Ants and Ecosystem Function in Hemlock Removal Experiment at Harvard Forest 2006-2014,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,9,Harvard Forest Information Manager,NA,42.47265838458974,-72.21520009735899
607,Ground vegetation data ICP Forests Level II plot Brasschaat,Temperate coniferous forest,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt,51.30776582783076,4.519823029099494
608,Ground vegetation data ICP Forests Level II plot Gontrode,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt,50.97540761596124,3.8044936174919064
609,Ground vegetation data ICP Forests Level II plot Sonian forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt,50.74601611728909,4.413248943588629
610,ILTER Ebro Delta Bird Census,Large river delta ecosystems,Temperate,Terrestrial,Birds,57,Daniel Oro,NA,40.57062761645132,0.6542580526310172
611,"Longâ€term observation of fish community in streams inside and outside road construction of Teshio River system, northern Hokkaido, Japan",Small river ecosystems,Temperate,Freshwater,Fish,20,Masahiro Nakamura,Yoshiyuki Umatani,44.77133888026966,142.1659703274739
612,"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,13,Sei-Woong Choi,NA,35.33015753470662,127.56333138209148
613,"Diversity decrease of ant (Formicidae, Hymenoptera) after a forest disturbance: different responses among functional guilds",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,3,Cheol Min Lee,Tae-Sung Kwon,37.43999987112966,127.08000541176688
614,LTER National Park Hoge Kempen Arachnids,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,28,Natalie Beenaerts,Luc Creveceour,50.9310043139751,5.626000000064699
615,LTER National Park Hoge Kempen Beetles,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,34,Natalie Beenaerts,Luc Creveceour,0,0
616,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Borfink station",Small river ecosystems,Temperate,Freshwater,Invertebrates,21,Stefan Stoll,Fulgor Westermann,49.69938589154538,7.092416519257895
617,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Mundung station",Small river ecosystems,Temperate,Freshwater,Invertebrates,21,Stefan Stoll,Fulgor Westermann,49.662274187195,7.0860823171168645
618,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Oberlauf station",Small river ecosystems,Temperate,Freshwater,Invertebrates,20,Stefan Stoll,Fulgor Westermann,49.70591723407984,7.101082987240828
619,LTER ICP Lange Bramke Ground Vegetation,Temperate coniferous forest,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA,51.85704015834586,10.414352350037428
620,LTER ICP Solling Germany Beech Forest Ground Vegetation,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA,51.76138626092065,9.578056245446515
621,LTER ICP Solling Germany Spruce Forest Vegetation,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA,51.764726241650116,9.57972216204272
622,LTER INBO Lower Seascheldt Invertebrates 1999-2005,Small river ecosystems,Temperate,Freshwater,Invertebrates,7,Gunther Van Ryckegem,NA,51.29494739576962,4.297737346839412
623,LTER INBO Lower Seascheldt Invertebrates 1999-2005,Small river ecosystems,Temperate,Freshwater,Invertebrates,8,Gunther Van Ryckegem,NA,51.28250102341379,4.315671134789034
624,LTER INBO Lower Seascheldt Waterbirds 1991-2017,Small river ecosystems,Temperate,Freshwater,Birds,27,Gunther Van Ryckegem,NA,51.30015449539366,4.2850946132707675
625,LTER Lake Muggelsee Germany Phytoplankton,Small lake ecosystems,Temperate,Freshwater,Invertebrates,21,Rita Adrian,NA,52.43999666060842,13.64999795101614
626,LTER Lake Muggelsee Germany Zooplankton,Small lake ecosystems,Temperate,Freshwater,Invertebrates,21,Rita Adrian,0,52.43999666060842,13.64999795101614
627,"LTER Norholm Hede, Denmark Plants","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,91,Inger Kappel Schmidt,NA,55.68005833578072,8.604672314073863
628,LTER Rhine-Main Observatory Aquatic Invertebrates,Small river ecosystems,Temperate,Freshwater,Invertebrates,16,Peter Haase,NA,50.12840605743731,9.282550888154445
631,"NIES Fish monitoring data in Lake Kasumigaura, 2005-2021",Large lake ecosystems,Temperate,Freshwater,Fish,17,Shin-ichiro S. Matsuzaki,Kumiko Totsu,35.98651220143769,140.35770054096417
632,"Point-count bird censusing: long-term monitoring of bird abundance and diversity along the Salt River in the greater Phoenix metropolitan area, ongoing since 2013",Small river ecosystems,Temperate,Terrestrial,Birds,6,Heather Bateman,Paige Warren,33.45983745862136,-112.05079630065023
636,"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 1984-1995",Small lake ecosystems,Temperate,Freshwater,Invertebrates,12,Stephen Carpenter,Mike Pace,46.25119785344186,-89.50339597570871
637,"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 2013-2015",Small lake ecosystems,Temperate,Freshwater,Invertebrates,3,Stephen Carpenter,Mike Pace,46.25119785344186,-89.50339597570871
638,Cascade Project at North Temperate Lakes LTER Core Data Zooplankton 1984 - 2016,Small lake ecosystems,Temperate,Freshwater,Invertebrates,33,Stephen Carpenter,Mike Pace,46.25119785344186,-89.50339597570871
639,"Operation Wallacea marine site in Hoga, Indonesia - Wakatobi National Park",Tropical coral,Tropical,Marine,Fish,11,Dan Exton,NA,-5.462134238006535,123.73800331317284
641,Regional Watershed Monitoring Program Fish Community Data (2018-2021),Small river ecosystems,Temperate,Freshwater,Fish,4,Jan Moryk,NA,0,0
642,"Regional Watershed Monitoring Program Benthic Macroinvertebrate Data, 2013-2021",Small lake ecosystems,Temperate,Freshwater,Invertebrates,8,Jessica Fang,Ryan Scott,43.83515891449937,-79.48421184512023
643,Back into the past: Resurveying random plots to track community changes in Italian coastal dunes.,"Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Plants,14,Marta Sperandii,NA,41.63359720844914,12.385804127299181
644,TRCA Waterfront Fish Data 2000 - 2018,Large lake ecosystems,Temperate,Freshwater,Fish,19,general,Angela Wallace,43.69809323234223,-79.27963657113311
646,Cross-Scale Interactions and the Distribution-Abundance Relationship,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Amphibians,15,Earl Werner,NA,42.45427469522288,-84.01196707880615
